geneid	transid	genename	gene_type	chr	start	end	anno	direction
ENSG00000213923.11		CSNK1E	protein_coding	chr22	38290691	38318084	gene	-
ENSG00000283900.1		RP1-5O6.7	protein_coding	chr22	38291918	38398522	gene	-
ENSG00000244627.5		RP3-449O17.1	transcribed_unprocessed_pseudogene	chr22	38335762	38398929	gene	-
ENSG00000229955.1		RP1-5O6.4	sense_intronic	chr22	38387918	38388857	gene	-
ENSG00000228620.1		RP3-434P1.6	antisense	chr22	38424288	38427336	gene	+
ENSG00000168135.4		KCNJ4	protein_coding	chr22	38426327	38455199	gene	-
ENSG00000100196.10		KDELR3	protein_coding	chr22	38468062	38483447	gene	+
ENSG00000100201.20		DDX17	protein_coding	chr22	38483440	38507660	gene	-
ENSG00000100206.9		DMC1	protein_coding	chr22	38518949	38570286	gene	-
ENSG00000224279.2		RPS29P31	processed_pseudogene	chr22	38574931	38575431	gene	-
ENSG00000184949.15		FAM227A	protein_coding	chr22	38578120	38656629	gene	-
ENSG00000100211.10		CBY1	protein_coding	chr22	38656636	38673854	gene	+
ENSG00000230912.1		RP3-508I15.10	antisense	chr22	38666508	38668750	gene	-
ENSG00000228274.3		RP3-508I15.9	antisense	chr22	38667585	38681820	gene	-
ENSG00000100216.5		TOMM22	protein_coding	chr22	38681948	38685421	gene	+
ENSG00000100221.10		JOSD1	protein_coding	chr22	38685543	38701556	gene	-
ENSG00000100226.15		GTPBP1	protein_coding	chr22	38705723	38738299	gene	+
ENSG00000229598.1		PRDX3P1	processed_pseudogene	chr22	38722743	38723505	gene	-
ENSG00000244491.1		RP3-508I15.18	antisense	chr22	38734725	38738765	gene	+
ENSG00000100242.15		SUN2	protein_coding	chr22	38734725	38794143	gene	-
ENSG00000230149.2		RP3-508I15.19	antisense	chr22	38734730	38738990	gene	+
ENSG00000273096.1		RP3-508I15.20	sense_intronic	chr22	38736610	38736792	gene	-
ENSG00000225450.1		RP3-508I15.14	antisense	chr22	38739003	38749041	gene	+
ENSG00000272669.1		RP3-508I15.21	antisense	chr22	38742625	38743115	gene	+
ENSG00000273076.1		RP3-508I15.22	antisense	chr22	38743495	38743910	gene	+
ENSG00000100246.12		DNAL4	protein_coding	chr22	38778508	38794198	gene	-
ENSG00000221890.3		NPTXR	protein_coding	chr22	38818452	38843982	gene	-
ENSG00000183741.11		CBX6	protein_coding	chr22	38861450	38872314	gene	-
ENSG00000235209.1		CTA-150C2.13	lincRNA	chr22	38921227	38924708	gene	+
ENSG00000128383.12		APOBEC3A	protein_coding	chr22	38952741	38992778	gene	+
ENSG00000179750.15		APOBEC3B	protein_coding	chr22	38982347	38992804	gene	+
ENSG00000249310.2		APOBEC3B-AS1	antisense	chr22	38991559	38998209	gene	-
ENSG00000244509.3		APOBEC3C	protein_coding	chr22	39014083	39020352	gene	+
ENSG00000284554.1		CTA-150C2.22	protein_coding	chr22	39014363	39033276	gene	+
ENSG00000243811.8		APOBEC3D	protein_coding	chr22	39021113	39033276	gene	+
ENSG00000128394.16		APOBEC3F	protein_coding	chr22	39040604	39053910	gene	+
ENSG00000259421.1		CTA-150C2.20	unprocessed_pseudogene	chr22	39070414	39070671	gene	+
ENSG00000239713.8		APOBEC3G	protein_coding	chr22	39077005	39087743	gene	+
ENSG00000225720.6		RP4-742C19.12	transcribed_unprocessed_pseudogene	chr22	39091586	39092855	gene	+
ENSG00000100298.15		APOBEC3H	protein_coding	chr22	39097224	39104067	gene	+
ENSG00000100307.12		CBX7	protein_coding	chr22	39120167	39152674	gene	-
ENSG00000226024.1		COX5BP7	processed_pseudogene	chr22	39120293	39120566	gene	-
ENSG00000279833.1		RP4-742C19.13	antisense	chr22	39133090	39136760	gene	+
ENSG00000227009.1		FUNDC2P4	processed_pseudogene	chr22	39155525	39155945	gene	+
ENSG00000100311.16		PDGFB	protein_coding	chr22	39223359	39244751	gene	-
ENSG00000224794.1		RP3-333H23.8	antisense	chr22	39292988	39295563	gene	+
ENSG00000100316.15		RPL3	protein_coding	chr22	39312882	39320389	gene	-
ENSG00000209480.1		SNORD83B	snoRNA	chr22	39313819	39313911	gene	-
ENSG00000209482.1		SNORD83A	snoRNA	chr22	39315213	39315307	gene	-
ENSG00000263764.1		SNORD43	snoRNA	chr22	39319050	39319113	gene	-
ENSG00000100321.14		SYNGR1	protein_coding	chr22	39349925	39385588	gene	+
ENSG00000280216.1		RP3-333H23.9	TEC	chr22	39379610	39380015	gene	+
ENSG00000100324.13		TAB1	protein_coding	chr22	39399741	39437060	gene	+
ENSG00000128268.11		MGAT3	protein_coding	chr22	39457344	39492194	gene	+
ENSG00000227188.1		MGAT3-AS1	antisense	chr22	39475807	39476822	gene	-
ENSG00000100335.13		MIEF1	protein_coding	chr22	39499432	39518132	gene	+
ENSG00000128272.14		ATF4	protein_coding	chr22	39519695	39522685	gene	+
ENSG00000187051.8		RPS19BP1	protein_coding	chr22	39529093	39532855	gene	-
ENSG00000100346.17		CACNA1I	protein_coding	chr22	39570753	39689737	gene	+
ENSG00000176177.9		ENTHD1	protein_coding	chr22	39743044	39893864	gene	-
ENSG00000235647.1		RP1-172B20.6	processed_pseudogene	chr22	39750127	39751293	gene	+
ENSG00000238875.1		RN7SKP210	misc_RNA	chr22	39874255	39874515	gene	-
ENSG00000226085.3		UQCRFS1P1	processed_pseudogene	chr22	39875289	39876108	gene	+
ENSG00000100351.16		GRAP2	protein_coding	chr22	39901082	39973721	gene	+
ENSG00000225528.3		RP3-370M22.8	protein_coding	chr22	39960397	39964718	gene	+
ENSG00000133477.16		FAM83F	protein_coding	chr22	39994949	40043529	gene	+
ENSG00000261202.1		RP3-496C20.1	antisense	chr22	40043068	40044530	gene	-
ENSG00000100354.20		TNRC6B	protein_coding	chr22	40044817	40335808	gene	+
ENSG00000228599.1		RPL7P52	processed_pseudogene	chr22	40106325	40107066	gene	-
ENSG00000239900.12		ADSL	protein_coding	chr22	40346500	40390463	gene	+
ENSG00000284431.1		RP5-1042K10.14	protein_coding	chr22	40346529	40410054	gene	+
ENSG00000100359.20		SGSM3	protein_coding	chr22	40370591	40410289	gene	+
ENSG00000229999.6		RP5-1042K10.10	antisense	chr22	40372664	40388290	gene	-
ENSG00000196588.14		MKL1	protein_coding	chr22	40410281	40636702	gene	-
ENSG00000272834.1		RP5-1042K10.13	antisense	chr22	40415003	40415445	gene	+
ENSG00000227413.1		RP5-1042K10.12	processed_pseudogene	chr22	40433136	40433641	gene	+
ENSG00000232564.3		RP4-591N18.2	antisense	chr22	40521800	40526707	gene	+
ENSG00000172912.4		COX6B1P3	processed_pseudogene	chr22	40569286	40569895	gene	+
ENSG00000230071.2		RPL4P6	processed_pseudogene	chr22	40586700	40588003	gene	-
ENSG00000231907.2		GAPDHP37	processed_pseudogene	chr22	40673484	40674451	gene	-
ENSG00000128285.4		MCHR1	protein_coding	chr22	40678750	40682814	gene	+
ENSG00000100372.14		SLC25A17	protein_coding	chr22	40769630	40819399	gene	-
ENSG00000230769.1		RP3-408N23.4	processed_pseudogene	chr22	40788777	40789267	gene	-
ENSG00000233603.1		JTBP1	processed_pseudogene	chr22	40798039	40798285	gene	+
ENSG00000266594.1		MIR4766	miRNA	chr22	40813883	40813958	gene	-
ENSG00000100380.13		ST13	protein_coding	chr22	40824535	40857022	gene	-
ENSG00000196236.12		XPNPEP3	protein_coding	chr22	40857077	40932815	gene	+
ENSG00000172404.4		DNAJB7	protein_coding	chr22	40859549	40862126	gene	-
ENSG00000273979.1		Metazoa_SRP	misc_RNA	chr22	40917111	40917381	gene	+
ENSG00000200683.1		RNU6-379P	snRNA	chr22	40917743	40917846	gene	+
ENSG00000100387.8		RBX1	protein_coding	chr22	40951347	40973309	gene	+
ENSG00000222698.1		Y_RNA	misc_RNA	chr22	41045497	41045591	gene	+
ENSG00000237214.3		RP11-12M9.3	processed_pseudogene	chr22	41064052	41064633	gene	+
ENSG00000199515.1		Y_RNA	misc_RNA	chr22	41065554	41065646	gene	-
ENSG00000213857.3		RP11-12M9.4	processed_pseudogene	chr22	41074180	41075239	gene	-
ENSG00000100393.12		EP300	protein_coding	chr22	41091786	41180079	gene	+
ENSG00000284015.1		MIR1281	miRNA	chr22	41092513	41092566	gene	+
ENSG00000252859.1		RNU6-375P	snRNA	chr22	41168217	41168316	gene	+
ENSG00000232754.1		RP1-85F18.6	antisense	chr22	41169190	41183144	gene	-
ENSG00000231993.1		EP300-AS1	antisense	chr22	41174591	41197456	gene	-
ENSG00000215771.2		LRRC37A14P	processed_pseudogene	chr22	41189727	41190188	gene	-
ENSG00000100395.14		L3MBTL2	protein_coding	chr22	41205205	41231271	gene	+
ENSG00000235513.1		RP4-756G23.5	antisense	chr22	41209122	41217627	gene	-
ENSG00000100399.15		CHADL	protein_coding	chr22	41229510	41240934	gene	-
ENSG00000100401.19		RANGAP1	protein_coding	chr22	41245611	41286251	gene	-
ENSG00000274552.1		MIR6889	miRNA	chr22	41252992	41253050	gene	-
ENSG00000100403.11		ZC3H7B	protein_coding	chr22	41301522	41360147	gene	+
ENSG00000167074.14		TEF	protein_coding	chr22	41367333	41399326	gene	+
ENSG00000199865.1		RNU6-495P	snRNA	chr22	41377177	41377283	gene	-
ENSG00000273424.1		CTA-223H9.9	lincRNA	chr22	41430934	41431375	gene	+
ENSG00000183864.4		TOB2	protein_coding	chr22	41433492	41447023	gene	-
ENSG00000100410.7		PHF5A	protein_coding	chr22	41459717	41468725	gene	-
ENSG00000100412.15		ACO2	protein_coding	chr22	41469125	41528989	gene	+
ENSG00000100413.16		POLR3H	protein_coding	chr22	41525804	41544606	gene	-
ENSG00000172346.14		CSDC2	protein_coding	chr22	41560763	41577741	gene	+
ENSG00000100417.11		PMM1	protein_coding	chr22	41576894	41589890	gene	-
ENSG00000100418.7		DESI1	protein_coding	chr22	41598028	41621096	gene	-
ENSG00000196419.12		XRCC6	protein_coding	chr22	41621119	41664048	gene	+
ENSG00000200332.1		Y_RNA	misc_RNA	chr22	41648089	41648190	gene	-
ENSG00000100138.13		SNU13	protein_coding	chr22	41673930	41690504	gene	-
ENSG00000207457.1		RNU6-476P	snRNA	chr22	41679711	41679817	gene	+
ENSG00000184208.10		C22orf46	protein_coding	chr22	41688939	41698136	gene	+
ENSG00000167077.12		MEI1	protein_coding	chr22	41699499	41799456	gene	+
ENSG00000231261.1		HMGN2P10	processed_pseudogene	chr22	41709225	41709489	gene	-
ENSG00000252603.1		RNU6ATAC22P	snRNA	chr22	41722043	41722131	gene	-
ENSG00000206813.1		Y_RNA	misc_RNA	chr22	41747312	41747413	gene	+
ENSG00000100147.13		CCDC134	protein_coding	chr22	41800679	41826299	gene	+
ENSG00000184068.2		RP5-821D11.7	antisense	chr22	41831215	41834665	gene	-
ENSG00000198911.11		SREBF2	protein_coding	chr22	41833079	41907308	gene	+
ENSG00000207932.1		MIR33A	miRNA	chr22	41900944	41901012	gene	+
ENSG00000234965.2		SHISA8	protein_coding	chr22	41909554	41914667	gene	-
ENSG00000159958.6		TNFRSF13C	protein_coding	chr22	41922023	41926818	gene	-
ENSG00000283829.1		MIR378I	miRNA	chr22	41923222	41923297	gene	-
ENSG00000100162.14		CENPM	protein_coding	chr22	41938721	41947164	gene	-
ENSG00000205704.6		LINC00634	transcribed_unitary_pseudogene	chr22	41952165	41958933	gene	+
ENSG00000100167.19		SEPT3	protein_coding	chr22	41976272	41998221	gene	+
ENSG00000224883.1		CTA-250D10.19	antisense	chr22	41981304	41982217	gene	-
ENSG00000183066.14		WBP2NL	protein_coding	chr22	41998725	42058456	gene	+
ENSG00000215347.3		SLC25A5P1	processed_pseudogene	chr22	42001069	42001966	gene	-
ENSG00000198951.11		NAGA	protein_coding	chr22	42058354	42070842	gene	-
ENSG00000177096.8		FAM109B	protein_coding	chr22	42074251	42079441	gene	+
ENSG00000238498.1		SNORD13P1	snoRNA	chr22	42076058	42076161	gene	-
ENSG00000183172.8		SMDT1	protein_coding	chr22	42079691	42084284	gene	+
ENSG00000184983.9		NDUFA6	protein_coding	chr22	42085525	42090955	gene	-
ENSG00000270083.1		RP1-257I20.14	sense_intronic	chr22	42089630	42090028	gene	-
ENSG00000237037.9		NDUFA6-AS1	processed_transcript	chr22	42090931	42137742	gene	+
ENSG00000213790.2		OLA1P1	processed_pseudogene	chr22	42107765	42108953	gene	-
ENSG00000100197.20		CYP2D6	protein_coding	chr22	42126499	42130906	gene	-
ENSG00000227370.1		RP4-669P10.19	processed_pseudogene	chr22	42132543	42132998	gene	+
ENSG00000232710.1		RP4-669P10.16	lincRNA	chr22	42136433	42139927	gene	-
ENSG00000281538.1		RP4-669P10.20	lincRNA	chr22	42138060	42139726	gene	+
ENSG00000205702.10		CYP2D7	polymorphic_pseudogene	chr22	42140203	42144577	gene	-
ENSG00000226450.2		CYP2D8P	unprocessed_pseudogene	chr22	42149886	42155001	gene	-
ENSG00000100207.18		TCF20	protein_coding	chr22	42160013	42343616	gene	-
ENSG00000182057.4		OGFRP1	lincRNA	chr22	42269753	42275196	gene	+
ENSG00000233903.2		Z83851.4	lincRNA	chr22	42276355	42277052	gene	+
ENSG00000273366.1		CTA-989H11.1	lincRNA	chr22	42278188	42278846	gene	+
ENSG00000229891.1		LINC01315	lincRNA	chr22	42364400	42369236	gene	-
ENSG00000235568.6		NFAM1	protein_coding	chr22	42380410	42432395	gene	-
ENSG00000230107.1		CTA-126B4.7	lincRNA	chr22	42438023	42446195	gene	+
ENSG00000172250.14		SERHL	processed_transcript	chr22	42500579	42512560	gene	+
ENSG00000189306.10		RRP7A	protein_coding	chr22	42509968	42519802	gene	-
ENSG00000183569.17		SERHL2	protein_coding	chr22	42553617	42574382	gene	+
ENSG00000182841.12		RRP7BP	transcribed_unprocessed_pseudogene	chr22	42555223	42582038	gene	-
ENSG00000202058.1		RN7SKP80	misc_RNA	chr22	42565048	42565330	gene	-
ENSG00000251913.1		RNU6-513P	snRNA	chr22	42569147	42569250	gene	-
ENSG00000100227.17		POLDIP3	protein_coding	chr22	42583721	42614962	gene	-
ENSG00000276027.1		RNU12	snRNA	chr22	42615244	42615393	gene	+
ENSG00000270022.3		RNU12	lincRNA	chr22	42615244	42615907	gene	+
ENSG00000100243.20		CYB5R3	protein_coding	chr22	42617840	42649568	gene	-
ENSG00000249222.1		ATP5L2	protein_coding	chr22	42639803	42640601	gene	-
ENSG00000128274.15		A4GALT	protein_coding	chr22	42692121	42721298	gene	-
ENSG00000200448.1		Y_RNA	misc_RNA	chr22	42762860	42762959	gene	-
ENSG00000234009.1		RPL5P34	processed_pseudogene	chr22	42776406	42777296	gene	-
ENSG00000229608.1		GOLGA2P4	unprocessed_pseudogene	chr22	42784462	42787100	gene	+
ENSG00000274717.1		RP1-47A17.1	processed_pseudogene	chr22	42791814	42794313	gene	-
ENSG00000242247.10		ARFGAP3	protein_coding	chr22	42796502	42858106	gene	-
ENSG00000100266.18		PACSIN2	protein_coding	chr22	42835412	43015145	gene	-
ENSG00000226989.1		AL049758.2	processed_pseudogene	chr22	42853403	42853799	gene	-
ENSG00000230319.1		AL022476.2	antisense	chr22	43038585	43052366	gene	+
ENSG00000100271.16		TTLL1	protein_coding	chr22	43039644	43089428	gene	-
ENSG00000234735.1		AL022237.3	processed_pseudogene	chr22	43092167	43092524	gene	+
ENSG00000100290.2		BIK	protein_coding	chr22	43110748	43129712	gene	+
ENSG00000100294.12		MCAT	protein_coding	chr22	43132206	43143394	gene	-
ENSG00000100300.17		TSPO	protein_coding	chr22	43151514	43163242	gene	+
ENSG00000100304.12		TTLL12	protein_coding	chr22	43166622	43187133	gene	-
ENSG00000159307.18		SCUBE1	protein_coding	chr22	43197283	43343388	gene	-
ENSG00000236272.1		Z82214.3	antisense	chr22	43212674	43213661	gene	+
ENSG00000234892.1		Z82214.2	antisense	chr22	43232141	43239010	gene	+
ENSG00000203527.2		Z99756.1	antisense	chr22	43275955	43283830	gene	+
ENSG00000236117.1		LINC01639	lincRNA	chr22	43400331	43409681	gene	+
ENSG00000186732.13		MPPED1	protein_coding	chr22	43411196	43507848	gene	+
ENSG00000223843.4		EFCAB6-AS1	antisense	chr22	43516107	43537117	gene	+
ENSG00000186976.14		EFCAB6	protein_coding	chr22	43528744	43812337	gene	-
ENSG00000233157.1		RP3-388M5.8	processed_pseudogene	chr22	43759199	43759910	gene	-
ENSG00000180150.5		HMGN2P9	processed_pseudogene	chr22	43802544	43802772	gene	+
ENSG00000261251.1		RP3-388M5.9	antisense	chr22	43812456	43817394	gene	+
ENSG00000130540.13		SULT4A1	protein_coding	chr22	43824509	43862503	gene	-
ENSG00000100341.11		PNPLA5	protein_coding	chr22	43879678	43892013	gene	-
ENSG00000100344.10		PNPLA3	protein_coding	chr22	43923739	43964488	gene	+
ENSG00000100347.14		SAMM50	protein_coding	chr22	43955421	44010531	gene	+
ENSG00000224856.2		RP4-796I17.5	processed_pseudogene	chr22	43957027	43957348	gene	+
ENSG00000188677.14		PARVB	protein_coding	chr22	43999211	44172949	gene	+
ENSG00000279175.1		CTA-414D7.1	sense_intronic	chr22	44102779	44116232	gene	+
ENSG00000280434.1		RP4-671O14.6	sense_overlapping	chr22	44139365	44153626	gene	+
ENSG00000138964.16		PARVG	protein_coding	chr22	44172956	44219533	gene	+
ENSG00000279933.1		RP4-671O14.5	TEC	chr22	44183031	44187739	gene	-
ENSG00000280011.1		RP4-671O14.7	antisense	chr22	44210442	44229512	gene	-
ENSG00000138944.7		KIAA1644	protein_coding	chr22	44243667	44312851	gene	-
ENSG00000220702.1		RP1-32I10.10	lincRNA	chr22	44365551	44366284	gene	+
ENSG00000236079.1		RP1-32I10.11	processed_pseudogene	chr22	44413485	44414814	gene	-
ENSG00000232655.1		LINC01656	lincRNA	chr22	44443327	44444788	gene	+
ENSG00000228807.1		MRPS18CP6	processed_pseudogene	chr22	44483495	44483717	gene	-
ENSG00000279642.1		RP5-1033E15.3	TEC	chr22	44486295	44486914	gene	-
ENSG00000188636.3		LDOC1L	protein_coding	chr22	44492572	44498298	gene	-
ENSG00000215333.3		KRT18P23	processed_pseudogene	chr22	44566965	44568247	gene	+
ENSG00000187012.10		LINC00207	lincRNA	chr22	44569339	44572341	gene	+
ENSG00000234300.1		LINC00229	lincRNA	chr22	44606939	44625419	gene	-
ENSG00000231801.2		ANP32BP2	processed_pseudogene	chr22	44651835	44652379	gene	+
ENSG00000186654.20		PRR5	protein_coding	chr22	44668547	44737681	gene	+
ENSG00000248405.10		PRR5-ARHGAP8	protein_coding	chr22	44702233	44862706	gene	+
ENSG00000241484.9		ARHGAP8	protein_coding	chr22	44752558	44862788	gene	+
ENSG00000056487.15		PHF21B	protein_coding	chr22	44881162	45009999	gene	-
ENSG00000223730.1		RP1-127B20.4	transcribed_processed_pseudogene	chr22	44901547	44902471	gene	+
ENSG00000230922.1		RP4-753M9.1	sense_intronic	chr22	45000565	45003619	gene	-
ENSG00000226328.6		NUP50-AS1	lincRNA	chr22	45133020	45163781	gene	-
ENSG00000273243.1		CTA-217C2.2	lincRNA	chr22	45155539	45156011	gene	-
ENSG00000093000.18		NUP50	protein_coding	chr22	45163841	45188015	gene	+
ENSG00000273353.1		CTA-268H5.12	sense_intronic	chr22	45178990	45179310	gene	+
ENSG00000100364.18		KIAA0930	protein_coding	chr22	45190338	45240769	gene	-
ENSG00000221598.3		MIR1249	miRNA	chr22	45200954	45201019	gene	-
ENSG00000273287.2		CTA-268H5.14	lincRNA	chr22	45262273	45263585	gene	-
ENSG00000213752.3		CTA-268H5.9	processed_pseudogene	chr22	45275599	45276085	gene	+
ENSG00000100373.9		UPK3A	protein_coding	chr22	45284982	45295874	gene	+
ENSG00000100376.11		FAM118A	protein_coding	chr22	45308968	45341955	gene	+
ENSG00000077935.16		SMC1B	protein_coding	chr22	45344063	45413619	gene	-
ENSG00000128408.8		RIBC2	protein_coding	chr22	45413691	45432496	gene	+
ENSG00000232363.1		RP1-102D24.5	antisense	chr22	45435864	45448743	gene	-
ENSG00000077942.18		FBLN1	protein_coding	chr22	45502238	45601135	gene	+
ENSG00000238120.1		LINC01589	antisense	chr22	45604432	45605621	gene	-
ENSG00000251985.1		RNU6-1161P	snRNA	chr22	45624531	45624632	gene	-
ENSG00000280383.1		CTA-941F9.10	sense_overlapping	chr22	45657019	45680130	gene	+
ENSG00000130638.16		ATXN10	protein_coding	chr22	45671798	45845307	gene	+
ENSG00000264160.1		MIR4762	miRNA	chr22	45760524	45760598	gene	+
ENSG00000235347.1		RP1-37M3.8	processed_pseudogene	chr22	45792418	45793636	gene	-
ENSG00000279954.1		WI2-85898F10.2	antisense	chr22	45875932	45879247	gene	+
ENSG00000235091.1		WI2-85898F10.1	lincRNA	chr22	45875999	45887748	gene	-
ENSG00000188064.9		WNT7B	protein_coding	chr22	45920362	45977129	gene	-
ENSG00000280424.1		CITF22-92A6.2	TEC	chr22	46006616	46010777	gene	+
ENSG00000273145.1		CITF22-92A6.1	lincRNA	chr22	46013606	46015498	gene	+
ENSG00000231711.2		LINC00899	processed_transcript	chr22	46039907	46044853	gene	-
ENSG00000182257.6		PRR34	protein_coding	chr22	46049478	46054144	gene	-
ENSG00000273289.1		RP6-109B7.5	antisense	chr22	46053093	46053560	gene	+
ENSG00000241990.5		PRR34-AS1	antisense	chr22	46053705	46057210	gene	+
ENSG00000197182.14		MIRLET7BHG	lincRNA	chr22	46053869	46113928	gene	+
ENSG00000231010.1		RP6-109B7.2	lincRNA	chr22	46055740	46058160	gene	-
ENSG00000235159.1		RP6-109B7.4	lincRNA	chr22	46067356	46069891	gene	-
ENSG00000266533.1		MIR3619	miRNA	chr22	46091044	46091126	gene	+
ENSG00000283990.1		MIRLET7A3	miRNA	chr22	46112749	46112822	gene	+
ENSG00000284175.1		MIR4763	miRNA	chr22	46113566	46113657	gene	+
ENSG00000284520.1		MIRLET7B	miRNA	chr22	46113686	46113768	gene	+
ENSG00000186951.16		PPARA	protein_coding	chr22	46150521	46243756	gene	+
ENSG00000280384.1		RP4-695O20.1	sense_intronic	chr22	46163303	46165347	gene	+
ENSG00000205643.10		CDPF1	protein_coding	chr22	46244011	46250679	gene	-
ENSG00000130943.6		PKDREJ	protein_coding	chr22	46255663	46263355	gene	-
ENSG00000075234.16		TTC38	protein_coding	chr22	46267961	46294008	gene	+
ENSG00000277232.2		GTSE1-AS1	lincRNA	chr22	46295143	46296660	gene	-
ENSG00000075218.18		GTSE1	protein_coding	chr22	46296741	46330810	gene	+
ENSG00000100416.12		TRMU	protein_coding	chr22	46330875	46357340	gene	+
ENSG00000075275.16		CELSR1	protein_coding	chr22	46360834	46537170	gene	-
ENSG00000230634.1		RP5-996D20.3	processed_pseudogene	chr22	46481329	46481760	gene	-
ENSG00000234869.1		RP3-439F8.1	antisense	chr22	46541495	46548196	gene	+
ENSG00000075240.16		GRAMD4	protein_coding	chr22	46576012	46679790	gene	+
ENSG00000100422.13		CERK	protein_coding	chr22	46684411	46738261	gene	-
ENSG00000260708.1		CTA-29F11.1	antisense	chr22	46761894	46762563	gene	-
ENSG00000054611.13		TBC1D22A	protein_coding	chr22	46762617	47175699	gene	+
ENSG00000280080.2		TBC1D22A-AS1	antisense	chr22	46914092	46916042	gene	-
ENSG00000278881.2		RP3-477J10.1	TEC	chr22	47115838	47117217	gene	-
ENSG00000280312.1		RP1-111J24.1	TEC	chr22	47259366	47261007	gene	+
ENSG00000224715.1		CITF22-49D8.1	lincRNA	chr22	47345569	47373541	gene	+
ENSG00000218357.3		LINC01644	lincRNA	chr22	47461299	47487111	gene	-
ENSG00000205634.6		LINC00898	lincRNA	chr22	47621043	47631569	gene	-
ENSG00000224271.5		RP11-191L9.4	lincRNA	chr22	47631674	47855600	gene	+
ENSG00000232897.2		RP11-191L9.5	processed_pseudogene	chr22	47662559	47663603	gene	-
ENSG00000230345.1		RP13-455A7.1	lincRNA	chr22	47860671	47862062	gene	+
ENSG00000279712.1		CTA-280A3.2	lincRNA	chr22	47916728	47926264	gene	+
ENSG00000235154.1		CTA-280A3__B.2	lincRNA	chr22	48044710	48048549	gene	-
ENSG00000278890.1		LL22NC03-27C5.1	lincRNA	chr22	48052646	48058275	gene	+
ENSG00000238192.1		LL22NC03-121E8.4	lincRNA	chr22	48139461	48141001	gene	-
ENSG00000229275.1		LL22NC03-121E8.3	lincRNA	chr22	48141542	48143229	gene	+
ENSG00000266508.1		MIR3201	miRNA	chr22	48274364	48274415	gene	+
ENSG00000233179.1		RP11-536P6.3	lincRNA	chr22	48448890	48451217	gene	+
ENSG00000219438.8		FAM19A5	protein_coding	chr22	48489460	48850912	gene	+
ENSG00000281732.1		CTA-299D3.8	processed_transcript	chr22	48538900	48547387	gene	-
ENSG00000266887.1		MIR4535	miRNA	chr22	48780295	48780353	gene	+
ENSG00000205632.3		LINC01310	lincRNA	chr22	48866770	48898386	gene	+
ENSG00000226142.2		RPL35P8	processed_pseudogene	chr22	49213911	49214247	gene	-
ENSG00000280199.1		RP1-34P24.3	lincRNA	chr22	49264201	49266080	gene	+
ENSG00000188511.12		C22orf34	lincRNA	chr22	49414524	49657542	gene	-
ENSG00000280224.1		CTA-722E9.1	lincRNA	chr22	49500568	49501585	gene	+
ENSG00000279597.1		RP4-566L20.1	lincRNA	chr22	49534062	49534926	gene	+
ENSG00000264139.1		MIR3667	miRNA	chr22	49543393	49543466	gene	-
ENSG00000212939.2		RP1-29C18.10	lincRNA	chr22	49548681	49556473	gene	+
ENSG00000213279.2		RP1-29C18.9	lincRNA	chr22	49572264	49575426	gene	-
ENSG00000235111.1		RP1-29C18.8	sense_intronic	chr22	49612657	49615716	gene	-
ENSG00000226954.1		RP5-983L19.2	lincRNA	chr22	49718053	49724506	gene	-
ENSG00000223142.1		RN7SKP252	misc_RNA	chr22	49738677	49739003	gene	+
ENSG00000214727.2		RPL5P35	unprocessed_pseudogene	chr22	49757627	49758980	gene	-
ENSG00000100425.18		BRD1	protein_coding	chr22	49773283	49827512	gene	-
ENSG00000279345.1		RP3-522J7.7	antisense	chr22	49805452	49807208	gene	+
ENSG00000236867.1		RP3-522J7.5	processed_pseudogene	chr22	49817248	49817712	gene	+
ENSG00000260613.1		RP3-522J7.6	lincRNA	chr22	49832616	49837786	gene	-
ENSG00000229409.1		RP11-494O16.3	processed_pseudogene	chr22	49845929	49846090	gene	+
ENSG00000277771.1		Metazoa_SRP	misc_RNA	chr22	49846456	49846720	gene	+
ENSG00000279494.1		RP11-494O16.4	lincRNA	chr22	49851425	49853364	gene	+
ENSG00000100426.6		ZBED4	protein_coding	chr22	49853842	49890078	gene	+
ENSG00000182858.13		ALG12	protein_coding	chr22	49900229	49918458	gene	-
ENSG00000273192.1		CITF22-1A6.3	lincRNA	chr22	49902228	49904576	gene	+
ENSG00000184164.14		CRELD2	protein_coding	chr22	49918167	49927540	gene	+
ENSG00000278869.1		CITF22-49E9.3	lincRNA	chr22	49933198	49934074	gene	-
ENSG00000198355.4		PIM3	protein_coding	chr22	49960513	49964080	gene	+
ENSG00000276753.1		MIR6821	miRNA	chr22	49962866	49962939	gene	+
ENSG00000188263.10		IL17REL	protein_coding	chr22	49994513	50012659	gene	-
ENSG00000138892.11		TTLL8	protein_coding	chr22	50015123	50056935	gene	-
ENSG00000100427.15		MLC1	protein_coding	chr22	50059391	50085902	gene	-
ENSG00000073146.15		MOV10L1	protein_coding	chr22	50089879	50161690	gene	+
ENSG00000280395.1		RP5-898I4.1	sense_overlapping	chr22	50092745	50096437	gene	+
ENSG00000073150.13		PANX2	protein_coding	chr22	50170731	50180294	gene	+
ENSG00000170638.9		TRABD	protein_coding	chr22	50185915	50199598	gene	+
ENSG00000273188.1		RP3-402G11.25	antisense	chr22	50191724	50192402	gene	-
ENSG00000273253.2		RP3-402G11.26	antisense	chr22	50199090	50200837	gene	-
